at,Year_Month_Date,content,score,compound
2025-10-03 15:07:40,2025-10-03,"Day 1 player here! From 5 star to 1 star review, this used to be my fav game but now I'm thinking of quiting after Amphoreus arc. The HP inflation is so bad and this all started with Castorice. During her debut, other characters can still clear end game well but when other supports kept buffing herHyacine, Evernight, and probably Cyrene replacing RMCthis team does so much damage that other team feels like a joke, thus the game making the HP grow so it won't be too easy to clear for them.",1,0.6096
2025-10-25 00:09:26,2025-10-25,"I don't know why gacha games are becoming more and more greedy, It looks like they won't allow you to play free anymore. Even the contents that are being added are for those who are paying big. Thank you for ruining yet another game, Hoyo.",1,0.6343
2025-10-15 13:44:30,2025-10-15,just got back to the game again. I now understand the bad reviews. This new challenges and events are just quite impossible for my old team to do. it's like the devs really dont want to give the rewards.,1,0.2263
2025-11-06 10:38:17,2025-11-06,as much as I love this game the new update has made it unplayable as almost everything makes it crash and most times can't even move past the title screen. prob not gonna keep a 30 gig game if I can't even play it,1,0.119
2025-10-27 10:06:10,2025-10-27,the game itself and the concept I have no problem but the characters I do.... wdym everypatch has a power creep?? and please fix ur character kit especially cyrene she's not even released yet and she's super clunky a character should still feel complete at e0 s0 or s1,1,0.8025
2025-11-05 09:48:38,2025-11-05,"extremely pay to win, and the company is very greedy. It's literally impossible to play as a free to play casual player. the story has gotten progressively worse, too.",1,0.7634
2025-09-25 01:21:04,2025-09-25,"Everything is frustration. Gacha roll is frustration. Rate off and hard pity every time. Gacha relic is frustration. Months grinding to get literally nothing. Boss content is frustrating. It is literally character, lc, and relic check. What you are doing in battle is 90 not relevant with the outcome, so basically auto is the way. What's the point of playing if it is not fun at all? Uninstalled.",1,-0.9538
2025-11-04 22:19:37,2025-11-04,"Character shill content, Endgame content's HP inflation, Powercreep, the usual, tho i would also like to add the overly bloated unneeded exposition on the story, while the plot and settings werent bad it has been a slog to go through with how bloated the dialogue is",1,0.6542
2025-10-12 17:24:33,2025-10-12,Was a 55 but now my game on my galaxy s25 ultra crashes everytime I talk to an npc or a cutscene starts. Edit- issue is fixed with new update and now I can finally catch up with missed content.,5,-0.4215
2025-10-17 16:36:08,2025-10-17,"i enjoy the story, but my e6 premium firefly team could hardly keep up with the constant powercreeping of this game and its overshadowed majority of what i enjoy in this game now. hoyo is never beating the allegations of being the worst at endgame balancing.",1,0.4534
2025-09-24 09:26:34,2025-09-24,"When you make your game feel like we need every new character I just can't keep up. I get it, your not here to make a great game your here to make money but god is it annoying.",1,0.34
2025-09-24 12:35:14,2025-09-24,"I love the game but has it been crashing alot for anyone else, besides me, I didn't have this problem before and now it just started. so I had this issue in May 2024 and now same thing in 3.6 2025",1,-0.3793
2025-11-06 10:18:48,2025-11-06,"Powercreep, Greed, Never listen to players feedback Just another Hoyogame that's going down the Path of Greed New characters will be useless in a few patches and forced to pull new characters just to only clear contents It was such a nice game, but it's always the devs make it worst due to greed",1,-0.9201
2025-11-06 00:30:18,2025-11-06,"I'm trying to link my account to a Google account and all its saying is to many requests, but I've been trying for an hour now and it hasn't worked, then it will tell me you been to long on the page try again. It's very frustrating because I come back but stillllllll to many requests",5,-0.6474
2025-10-25 12:53:44,2025-10-25,"This game does not age well. Powercreep hurt the playing experience so much. F for Cyrene. Although the QoL updates keeps on coming, it won't matter if its core gameplay does not improve.",1,-0.709
2025-10-31 00:29:38,2025-10-31,The gameplay is very good the story line is also very awesome but the geat septamus boss is even harder than before in its second phase I literally can not penetrate it's shield it continuously regenerate it's shields I quite playing these game because of the Sunday boss in new version 2.7,4,0.753
2025-09-24 16:28:03,2025-09-24,"Lightcone pull should give guarantee win. I had pull 3 banners consecutively and l lose all the soft pity in lightcone. The 25 is like 75 for me. I also lose all the soft pity in characters pull, but I won't complain about the characters pull, because I know a company still need to earn money. But why still put rng in lightcone pull?? To be honest, one of the worst gacha experience I ever had. Please go and review some good examples of gacha system from other games. Thank you.",1,0.8916
